"dtype","param","subjid","fidtc","afidtc","aval"
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","XPEL_2023-12-31",0.7846933419905618
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","XPEL_2024-09-30",0.32146535558024836
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2021-12-31",0.9661455850900095
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","TH_2020-12-31",0.6902583525876976
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","TH_2021-12-31",0.7009857025296399
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","TH_2022-12-31",0.769011062872022
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","TH_2023-12-31",0.7751612120911264
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","TH_2024-09-30",0.2963786852179127
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","SHLS_2020-12-31",0.3370049232763682
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","SHLS_2021-12-31",0.41090813336938
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","SHLS_2022-12-31",0.7510281420117146
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","SHLS_2023-12-31",0.7834320193002596
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","SHLS_2024-09-30",0.3920092267897941
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","NRC_2020-12-31",0.7053069125245115
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","NRC_2021-12-31",0.7512450483133303
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","NRC_2022-12-31",0.7206885591872828
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","NRC_2023-12-31",0.7218279415492447
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","NRC_2024-09-30",0.44183008765009174
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","MTH_2020-12-31",0.7202810073167699
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","MTH_2021-12-31",0.7310851171828852
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","MTH_2022-12-31",0.7186387853010021
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","MTH_2023-12-31",0.7285918708461672
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","MTH_2024-09-30",0.2929851254659462
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","MHO_2020-12-31",0.796169283104739
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","MHO_2021-12-31",0.7656977093690469
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","MHO_2022-12-31",0.7726501706826376
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","MHO_2023-12-31",0.7683616412258943
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","MHO_2024-09-30",0.329418362870525
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","METCB_2020-12-31",0.8558139464996777
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","METCB_2021-12-31",0.8867763806062596
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","METCB_2022-12-31",0.8544304608536833
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","METCB_2023-12-31",0.889579174025601
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","METCB_2024-09-30",0.41131198892722937
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","MCRI_2020-12-31",0.8107272175131685
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","MCRI_2021-12-31",0.8184078022927316
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","MCRI_2022-12-31",0.804991841758032
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","MCRI_2023-12-31",0.8030810432681024
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","MCRI_2024-09-30",0.29480853504201116
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","MATX_2020-12-31",0.841272678557744
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","MATX_2021-12-31",0.8233988465417594
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","MATX_2022-12-31",0.8204878045374121
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","MATX_2023-12-31",0.8566714029238793
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","MATX_2024-09-30",0.3349782696438082
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","KAI_2020-12-31",0.8412002245625015
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","KAI_2021-12-31",0.8577297287770588
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","KAI_2022-12-31",0.8549170474112494
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","KAI_2023-12-31",0.8545282949231702
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","KAI_2024-09-30",0.35538172033402643
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","JBI_2020-12-31",0.582666097866032
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","JBI_2021-12-31",0.6423652025135509
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","JBI_2022-09-30",0.3278972614843817
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","JBI_2022-12-31",0.7056719412743054
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","JBI_2023-12-31",0.8122160802521523
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","JBI_2024-09-30",0.3288454710111209
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","IDCC_2020-12-31",0.7339071797136334
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","IDCC_2021-12-31",0.7189295807354219
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","IDCC_2022-12-31",0.7663039787725107
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","IDCC_2023-12-31",0.6744389004716786
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","IDCC_2024-09-30",0.19986747475638963
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","HDSN_2020-12-31",0.6886798749936145
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","HDSN_2021-12-31",0.7599430817167507
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","HDSN_2022-12-31",0.7948009277502798
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","HDSN_2023-12-31",0.8058662334940391
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","HDSN_2024-09-30",0.3144011387610472
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","HCKT_2020-12-31",0.6785633822783131
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","HCKT_2021-12-31",0.6880844992774217
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","HCKT_2022-12-31",0.632005763855594
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","HCKT_2023-12-31",0.6343916172118182
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","HCKT_2024-09-30",0.28080465791907977
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","GRBK_2020-12-31",0.7747439064957286
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","GRBK_2021-12-31",0.7666149415308118
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","GRBK_2022-12-31",0.7635582262355783
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","GRBK_2023-12-31",0.7534304213312552
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","GRBK_2024-09-30",0.31559101697093384
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","FWRD_2020-12-31",0.8166266175843047
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","FWRD_2021-12-31",0.8466661818828061
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","FWRD_2022-12-31",0.7343617558861614
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","FWRD_2023-12-31",0.6336105384695137
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","FWRD_2024-09-30",0.1306228495919633
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","EVRI_2020-12-31",0.5448983788675951
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","EVRI_2021-12-31",0.7005689891913155
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","EVRI_2022-12-31",0.6537573997026987
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","EVRI_2023-12-31",0.6590532608799068
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","EVRI_2024-09-30",0.22845057659809997
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","DIOD_2021-12-31",1.0000000000000004
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","DIOD_2022-12-31",0.35676761920228495
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","DIOD_2023-12-31",-0.20784687379185218
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","UHG_2021-12-31",-0.2783198384040262
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","UHG_2022-12-31",0.2658895121390348
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","UHG_2023-12-31",-0.15876155691505656
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","DIOD_2021-12-31",1.0000000000000009
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","DIOD_2022-12-31",0.35676761920228484
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","XPEL_2021-12-31",-0.24647108646981888
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","XPEL_2022-12-31",0.22393855355576547
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","XPEL_2023-12-31",-0.08405820055682059
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","DIOD_2022-12-31",0.3567676192022849
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","DIOD_2023-12-31",-0.20784687379185207
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","TH_2021-12-31",0.6004068094413351
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","TH_2022-12-31",0.3226857808365466
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","TH_2023-12-31",0.32072398545781544
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","SHLS_2021-12-31",0.27136727398062266
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","SHLS_2022-12-31",0.004907809723048266
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","SHLS_2023-12-31",0.032274482655614244
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","DIOD_2023-12-31",-0.20784687379185224
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","NRC_2021-12-31",-0.14347568179467307
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","NRC_2022-12-31",0.1062542729996174
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","NRC_2023-12-31",-0.3457598247018394
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","DIOD_2021-12-31",1.000000000000001
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","MTH_2021-12-31",-0.24055524617904187
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","MTH_2022-12-31",0.407346748260772
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","MTH_2023-12-31",-0.33009940475242733
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","DIOD_2023-12-31",-0.20784687379185213
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","MHO_2021-12-31",0.485949939312233
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","MHO_2022-12-31",-0.07532690728102459
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","MHO_2023-12-31",-0.04020677408103471
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","METCB_2021-12-31",0.44545441000785646
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","METCB_2022-12-31",0.416259917989557
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","METCB_2023-12-31",-0.0424345202616105
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","DIOD_2023-12-31",-0.20784687379185215
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","MCRI_2021-12-31",0.5805063702121691
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","MCRI_2022-12-31",0.5409439473517362
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","MCRI_2023-12-31",0.06805407413097109
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","MATX_2021-12-31",0.5674336789748984
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","MATX_2022-12-31",-0.005920911852493532
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","MATX_2023-12-31",-0.48422923875170265
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","KAI_2021-12-31",-0.1622460636049905
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","KAI_2022-12-31",0.5655266955900204
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","KAI_2023-12-31",0.18475664920222587
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","JBI_2021-12-31",-0.05504408766311607
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","JBI_2022-12-31",0.42075157433893134
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","JBI_2023-12-31",-0.32811434195245837
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","DIOD_2022-12-31",0.3567676192022848
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","IDCC_2021-12-31",0.1858481420809572
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","IDCC_2022-12-31",-0.40162317726630614
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","IDCC_2023-12-31",0.46996399029990793
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","HDSN_2021-12-31",0.11506297903649461
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","HDSN_2022-12-31",0.1437155891711066
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","HDSN_2023-12-31",0.06101465816342098
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","HCKT_2021-12-31",0.2224336246733859
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","HCKT_2022-12-31",-0.2737623125756151
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","HCKT_2023-12-31",0.4316943193289551
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","GRBK_2021-12-31",-0.2727930020521978
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","GRBK_2022-12-31",0.44075886769297323
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","GRBK_2023-12-31",0.017660153419809147
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","FWRD_2021-12-31",-0.23586270700377787
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","FWRD_2022-12-31",0.7036297400161416
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","FWRD_2023-12-31",-0.41502033066647626
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","DIOD_2023-12-31",-0.2078468737918521
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","EVRI_2021-12-31",0.19187279764700255
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","EVRI_2022-12-31",0.5072589658000966
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2021-12-31","EVRI_2023-12-31",-0.2992456411030687
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","DIOD_2020-12-31",0.9661455850900094
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","DIOD_2021-12-31",0.9999999999999999
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","DIOD_2022-12-31",0.9892300227974944
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","DIOD_2023-12-31",0.9628104060953177
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","DIOD_2024-09-30",0.4337750190346986
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","UHG_2020-12-31",0.5479675795163166
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","UHG_2021-12-31",0.6432265611045858
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","UHG_2022-12-31",0.6653140809718063
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","UHG_2023-12-31",0.5686979499941016
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","UHG_2024-09-30",0.3777539339929997
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","XPEL_2020-12-31",0.8401733374452838
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","XPEL_2021-12-31",0.8310205934987045
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","XPEL_2022-12-31",0.8590242787265931
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","XPEL_2023-12-31",0.8740009191443576
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","XPEL_2024-09-30",0.4241994661661693
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","DIOD_2020-12-31",0.9661455850900095
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","DIOD_2021-12-31",1.0000000000000002
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","DIOD_2023-12-31",0.962810406095318
